Insectendoos_label|Insectendoos_toelichting|AangegevenTaxon|aantal
01-09|Schenking H. Bosz.; Carabidae 8|Orotrechus terretassoi|14
01-09|Schenking H. Bosz.; Carabidae 8|Orotrechus winkleri|12
01-09|Schenking H. Bosz.; Carabidae 8|Orotrechus longicornis|1
01-09|Schenking H. Bosz.; Carabidae 8|Trichaphaenops gounelli|3
01-09|Schenking H. Bosz.; Carabidae 8|Trichaphaenops launi marguareisensis|1
01-09|Schenking H. Bosz.; Carabidae 8|Anophtalmus tolminensis|1
01-09|Schenking H. Bosz.; Carabidae 8|Anophtalmus erebus|1
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius delphinensis|2
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius balazuci|3
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius adamellensis|8
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius baldensis cartolarii|6
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius boldorii leonidae|4
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius boldorii veghezzae|1
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius bonadonius|3
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius brujasi|2
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius coraginis hypochaeus|2
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius lemairei|3
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius longii|1
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius ochsi|3
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius vaccai|1
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius wingelmulleri|1
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius winklerianus brescianus|10
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius boldorii|12
01-09|Schenking H. Bosz.; Carabidae 8|Duvalius procerus|2
01-09|Schenking H. Bosz.; Carabidae 8|Italaphaenops dimaioi|1
01-09|Schenking H. Bosz.; Carabidae 8|Anillus caecus|1
01-09|Schenking H. Bosz.; Carabidae 8|Typhlotrechus bilimeki|12
01-09|Schenking H. Bosz.; Carabidae 8|Aphaenops loubensi|2
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus unctulatus|7
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus subsinuatus|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus pumilio|5
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus brevis|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus blumenthali|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus strenuus|10
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus diligens|3
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus vernalis|10
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus nigrita|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus anthracinus|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus minor|4
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus macer|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus oblongopunctatus|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus quadrifoveolatus|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus melanarius|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus aterrimus|4
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus niger|6
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus madidus|12
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus melas|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus burmeisterie|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus burmeisterie ssp. baldensis|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus selmanni|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus variolatus|4
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus jurinei|10
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus morio|10
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus multipunctatus|10
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus fasciatopunctatus|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus ziegleri|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus panzeri|2
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus cristatus|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus hagenbachi|5
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus bicolor|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus globosus|2
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus femoratus|6
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus dufouri|2
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus amaroides|2
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus abacoides|2
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus xatarti|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus funestes|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus fossulatus|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus crenatus|1
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus boisgiraudi|8
01-10|Schenking H. Bosz.; Carabidae 14|Pterostichus yvani|1
01-11|Schenking H. Bosz.; Carabidae 15|Pterostichus truncatus|3
01-11|Schenking H. Bosz.; Carabidae 15|Pterostichus schmidti|1
01-11|Schenking H. Bosz.; Carabidae 15|Pterostichus vagepunctatus|2
01-11|Schenking H. Bosz.; Carabidae 15|Pterostichus impressicollis|1
01-11|Schenking H. Bosz.; Carabidae 15|Pterostichus amoenus|5
01-11|Schenking H. Bosz.; Carabidae 15|Percus villai|1
01-11|Schenking H. Bosz.; Carabidae 15|Percus strictus|1
01-11|Schenking H. Bosz.; Carabidae 15|Troglorites ochsi|1
01-11|Schenking H. Bosz.; Carabidae 15|Speluncarius stephani|5
01-11|Schenking H. Bosz.; Carabidae 15|Myas chalybaeus|2
01-11|Schenking H. Bosz.; Carabidae 15|Molops elatus|2
01-11|Schenking H. Bosz.; Carabidae 15|Molops piceus|7
01-11|Schenking H. Bosz.; Carabidae 15|Molops austricus|10
01-11|Schenking H. Bosz.; Carabidae 15|Molops ovipennis|8
01-11|Schenking H. Bosz.; Carabidae 15|Molops striolatus|8
01-11|Schenking H. Bosz.; Carabidae 15|Lychnifugus cerberus|4
01-11|Schenking H. Bosz.; Carabidae 15|Abax parallelepipedus|8
01-11|Schenking H. Bosz.; Carabidae 15|Abax parallelus|5
01-11|Schenking H. Bosz.; Carabidae 15|Abax ovalis|8
01-11|Schenking H. Bosz.; Carabidae 15|Abax carinatus|4
01-11|Schenking H. Bosz.; Carabidae 15|Abax schueppeli|1
01-11|Schenking H. Bosz.; Carabidae 15|Abax pyrenaeus|2
01-11|Schenking H. Bosz.; Carabidae 15|Platyderus ruficollis|2
01-11|Schenking H. Bosz.; Carabidae 15|Synuchus vivalis|4
01-11|Schenking H. Bosz.; Carabidae 15|Calathus fuscipes|7
01-11|Schenking H. Bosz.; Carabidae 15|Calathus longicollis|10
01-11|Schenking H. Bosz.; Carabidae 15|Calathus erratus|8
01-11|Schenking H. Bosz.; Carabidae 15|Calathus ambiguus|2
01-11|Schenking H. Bosz.; Carabidae 15|Calathus granatensis|1
01-11|Schenking H. Bosz.; Carabidae 15|Calathus micropterus|9
01-11|Schenking H. Bosz.; Carabidae 15|Calathus melanocephalus|9
01-11|Schenking H. Bosz.; Carabidae 15|Calathus ochropterus|4
01-11|Schenking H. Bosz.; Carabidae 15|Calathus rotundicollis|8
01-11|Schenking H. Bosz.; Carabidae 15|Calathus hispanicus|1
01-11|Schenking H. Bosz.; Carabidae 15|Dolichus halensis|1
01-11|Schenking H. Bosz.; Carabidae 15|Sphodrus leucophthalmus|1
01-11|Schenking H. Bosz.; Carabidae 15|Laemostenus janthinus|8
01-11|Schenking H. Bosz.; Carabidae 15|Laemostenus terricola|4
01-11|Schenking H. Bosz.; Carabidae 15|Laemostenus pisidicus|2
01-11|Schenking H. Bosz.; Carabidae 15|Laemostenus complanatus|2
01-11|Schenking H. Bosz.; Carabidae 15|Laemostenus oblongus|12
01-11|Schenking H. Bosz.; Carabidae 15|Euthosphodrus navaricus|5
01-11|Schenking H. Bosz.; Carabidae 15|Sphodropsis ghiliani|6
01-11|Schenking H. Bosz.; Carabidae 15|Antisphodrus schreibersi|12
01-11|Schenking H. Bosz.; Carabidae 15|Antisphodrus cavicola|2
01-11|Schenking H. Bosz.; Carabidae 15|Antisphodrus reissi|1
01-11|Schenking H. Bosz.; Carabidae 15|Antisphodrus boldorii|10
01-11|Schenking H. Bosz.; Carabidae 15|Antisphodrus insubricus|1
01-12|Schenking H. Bosz.; Carabidae 16|Olistophus roduntatus|8
01-12|Schenking H. Bosz.; Carabidae 16|Olistophus glabricollis|4
01-12|Schenking H. Bosz.; Carabidae 16|Olistophus elongatus|2
01-12|Schenking H. Bosz.; Carabidae 16|Agonum impressum|1
01-12|Schenking H. Bosz.; Carabidae 16|Agonum sexpunctatum|8
01-12|Schenking H. Bosz.; Carabidae 16|Agonum ericeti|8
01-12|Schenking H. Bosz.; Carabidae 16|Agonum viridicupreum|17
01-12|Schenking H. Bosz.; Carabidae 16|Agonum marginatum|8
01-12|Schenking H. Bosz.; Carabidae 16|Agonum muelleri|8
01-12|Schenking H. Bosz.; Carabidae 16|Agonum viduum|10
01-12|Schenking H. Bosz.; Carabidae 16|Agonum moestum|8
01-12|Schenking H. Bosz.; Carabidae 16|Agonum nigrum|2
01-12|Schenking H. Bosz.; Carabidae 16|Agonum lugens|1
01-12|Schenking H. Bosz.; Carabidae 16|Agonum livens|10
01-12|Schenking H. Bosz.; Carabidae 16|Agonum micans|2
01-12|Schenking H. Bosz.; Carabidae 16|Agonum piceum|10
01-12|Schenking H. Bosz.; Carabidae 16|Agonum gracile|6
01-12|Schenking H. Bosz.; Carabidae 16|Agonum fuliginosum|8
01-12|Schenking H. Bosz.; Carabidae 16|Agonum pelidnum|8
01-12|Schenking H. Bosz.; Carabidae 16|Platynus scrobiculatus|4
01-12|Schenking H. Bosz.; Carabidae 16|Platynus assimilis|8
01-12|Schenking H. Bosz.; Carabidae 16|Platynus albipes|8
01-12|Schenking H. Bosz.; Carabidae 16|Platynus obscurus|8
01-12|Schenking H. Bosz.; Carabidae 16|Platynus cyaneus|10
01-12|Schenking H. Bosz.; Carabidae 16|Platynus dorsalis|8
01-12|Schenking H. Bosz.; Carabidae 16|Platynus teriolensis|8
01-12|Schenking H. Bosz.; Carabidae 16|Platynus peirolerii|10
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus tenebrioides|2
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus obesus|8
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus inflatus|1
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus ignavus|1
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus asiaticus|4
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus politus|6
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus oertzeni|1
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus graecus|2
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus trinii|5
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus rotundicollis|6
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus blapoides|1
01-12|Schenking H. Bosz.; Carabidae 16|Zabrus iconiensis|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara plebeja|10
01-13|Schenking H. Bosz.; Carabidae 17|Amara tricuspidata|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara similata|6
01-13|Schenking H. Bosz.; Carabidae 17|Amara ovata|3
01-13|Schenking H. Bosz.; Carabidae 17|Amara montivaga|7
01-13|Schenking H. Bosz.; Carabidae 17|Amara nitida|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara convexior|8
01-13|Schenking H. Bosz.; Carabidae 17|Amara communis|5
01-13|Schenking H. Bosz.; Carabidae 17|Amara curta|9
01-13|Schenking H. Bosz.; Carabidae 17|Amara lunicollis|5
01-13|Schenking H. Bosz.; Carabidae 17|Amara aenea|10
01-13|Schenking H. Bosz.; Carabidae 17|Amara eyrinota|3
01-13|Schenking H. Bosz.; Carabidae 17|Amara spreta|3
01-13|Schenking H. Bosz.; Carabidae 17|Amara famelica|4
01-13|Schenking H. Bosz.; Carabidae 17|Amara familiaris|7
01-13|Schenking H. Bosz.; Carabidae 17|Amara anthobia|10
01-13|Schenking H. Bosz.; Carabidae 17|Amara lucida|4
01-13|Schenking H. Bosz.; Carabidae 17|Amara tibialis|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara quenseli|6
01-13|Schenking H. Bosz.; Carabidae 17|Amara ingenua|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara fusca|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara cursitans|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara bifrons|10
01-13|Schenking H. Bosz.; Carabidae 17|Amara infima|7
01-13|Schenking H. Bosz.; Carabidae 17|Amara brunnea|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara fulva|7
01-13|Schenking H. Bosz.; Carabidae 17|Amara consularis|12
01-13|Schenking H. Bosz.; Carabidae 17|Amara majuscula|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara apricaria|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara aulica|4
01-13|Schenking H. Bosz.; Carabidae 17|Amara convexiuscula|8
01-13|Schenking H. Bosz.; Carabidae 17|Amara equestris|2
01-13|Schenking H. Bosz.; Carabidae 17|Amara alpestris|2
01-13|Schenking H. Bosz.; Carabidae 17|Amara eximia|1
01-13|Schenking H. Bosz.; Carabidae 17|Amara montana|12
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius spoliatus|6
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius festivus|8
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius velutinus|6
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius tristis|6
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius nigricornis|12
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius nitidulus|4
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius tibialis|2
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius vestitus|8
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius aeneocephalus|2
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius dives|2
01-14|Schenking H. Bosz.; Carabidae 18|Chlaenius flavipes|9
01-14|Schenking H. Bosz.; Carabidae 18|Callistus lunatus|3
01-14|Schenking H. Bosz.; Carabidae 18|Oodes helopiodes|8
01-14|Schenking H. Bosz.; Carabidae 18|Oodes gracilis|2
01-14|Schenking H. Bosz.; Carabidae 18|Licinus hoffmannseggi|2
01-14|Schenking H. Bosz.; Carabidae 18|Licinus silphoides|1
01-14|Schenking H. Bosz.; Carabidae 18|Licinus punctatulus|1
01-14|Schenking H. Bosz.; Carabidae 18|Badister unipustulatus|4
01-14|Schenking H. Bosz.; Carabidae 18|Badister bullatus|8
01-14|Schenking H. Bosz.; Carabidae 18|Badister elacertosus|2
01-14|Schenking H. Bosz.; Carabidae 18|Badister meridionalis|1
01-14|Schenking H. Bosz.; Carabidae 18|Badister sodalis|3
01-14|Schenking H. Bosz.; Carabidae 18|Badister dilatatus|2
01-14|Schenking H. Bosz.; Carabidae 18|Badister peltatus|8
01-14|Schenking H. Bosz.; Carabidae 18|Badister anomalus|1
01-14|Schenking H. Bosz.; Carabidae 18|Panagaeus crucmajor|10
01-14|Schenking H. Bosz.; Carabidae 18|Panagaeus bipustulatus|4
01-14|Schenking H. Bosz.; Carabidae 18|Odacantha melanura|10
01-14|Schenking H. Bosz.; Carabidae 18|Masoreus wetterhalli|4
01-14|Schenking H. Bosz.; Carabidae 18|Lebia chlorocephala|8
01-14|Schenking H. Bosz.; Carabidae 18|Lebia cyanocephala|12
01-14|Schenking H. Bosz.; Carabidae 18|Lebia rufipes|1
01-14|Schenking H. Bosz.; Carabidae 18|Lebia cruxminor|12
01-14|Schenking H. Bosz.; Carabidae 18|Lebia trimaculata|12
01-14|Schenking H. Bosz.; Carabidae 18|Lebia lepida|1
01-14|Schenking H. Bosz.; Carabidae 18|Demetrias atricapillus|6
01-14|Schenking H. Bosz.; Carabidae 18|Demetrias monostigma|10
01-14|Schenking H. Bosz.; Carabidae 18|Demetrias imperialis|5
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis humeralis|4
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis axillaris|11
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis lineata|12
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis coadunata|7
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis ornata|1
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis macularis|2
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis vaporariorum|5
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis angularis|1
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis variolosa|12
01-14|Schenking H. Bosz.; Carabidae 18|Cymindis corax|3
01-14|Schenking H. Bosz.; Carabidae 18|Platytarus famini|2
01-15|Schenking H. Bosz.; Carabidae 19|Dromius longiceps|1
01-15|Schenking H. Bosz.; Carabidae 19|Dromius linearis|9
01-15|Schenking H. Bosz.; Carabidae 19|Dromius agilis|1
01-15|Schenking H. Bosz.; Carabidae 19|Dromius angustus|2
01-15|Schenking H. Bosz.; Carabidae 19|Dromius schneideri|1
01-15|Schenking H. Bosz.; Carabidae 19|Dromius fenestratus|1
01-15|Schenking H. Bosz.; Carabidae 19|Dromius quadrimaculatus|9
01-15|Schenking H. Bosz.; Carabidae 19|Dromius spilotus|7
01-15|Schenking H. Bosz.; Carabidae 19|Dromius bifasciatus|2
01-15|Schenking H. Bosz.; Carabidae 19|Dromius sigma|3
01-15|Schenking H. Bosz.; Carabidae 19|Dromius melanocephalus|10
01-15|Schenking H. Bosz.; Carabidae 19|Syntomus obscuroguttatus|4
01-15|Schenking H. Bosz.; Carabidae 19|Syntomus fuscomaculatus|12
01-15|Schenking H. Bosz.; Carabidae 19|Syntomus foveatus|5
01-15|Schenking H. Bosz.; Carabidae 19|Syntomus truncatellus|7
01-15|Schenking H. Bosz.; Carabidae 19|Lionychus quadrillum|8
01-15|Schenking H. Bosz.; Carabidae 19|Lionychus albonotatus|3
01-15|Schenking H. Bosz.; Carabidae 19|Microlestes minutulus|1
01-15|Schenking H. Bosz.; Carabidae 19|Microlestes maurus|8
01-15|Schenking H. Bosz.; Carabidae 19|Microlestes corticalis|3
01-15|Schenking H. Bosz.; Carabidae 19|Microlestes luctuosus|9
01-15|Schenking H. Bosz.; Carabidae 19|Polystichus connexus|3
01-15|Schenking H. Bosz.; Carabidae 19|Drypta dentata|2
01-15|Schenking H. Bosz.; Carabidae 19|Drypta distincta|1
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus crepitans|10
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus ganglbaueri|3
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus bodemeyeri|1
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus explodens|9
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus sclopeta|10
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus plagiatus|3
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus ejaculans|1
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus nigricorne|2
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus immaculicornis|1
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus exhalans|18
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus humeralis|1
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus brevicollis|1
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus psophia|1
01-15|Schenking H. Bosz.; Carabidae 19|Brachinus bayardi|9
01-15|Schenking H. Bosz.; Carabidae 19|Aptinus bombarda|8
01-15|Schenking H. Bosz.; Carabidae 19|Aptinus displosor|2
01-15|Schenking H. Bosz.; Carabidae 19|Aptinus pyrenaeus|2
01-15|Schenking H. Bosz.; Carabidae 19|Aptinus alpinus|15
01-15|Schenking H. Bosz.; Carabidae 19|Aptinus cordicollis|10
01-15|Schenking H. Bosz.; Carabidae 19|Pheropsophus hispanicus|2
01-15|Schenking H. Bosz.; Carabidae 19|Pseudotrechus mutilatus|1
01-15|Schenking H. Bosz.; Carabidae 19|Apristus subaeneus|5
02-01|Schenking H. Bosz.; Chrysomelidae 1|Macroplea appendiculata|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Macroplea mutica|2
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia clavipes|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia appendiculata|6
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia crassipes|5
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia dentata|7
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia versicolorea|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia semicuprea|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia malinowsky|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia fennica|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia sparganii|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia aquatica|9
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia impressa|4
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia brevicornis|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia marginata|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia bicolor|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia thalassina|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia vulgaris|4
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia simplex|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia cinerea|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Donacia polita|2
02-01|Schenking H. Bosz.; Chrysomelidae 1|Plateumaris sericea|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Plateumaris braccata|7
02-01|Schenking H. Bosz.; Chrysomelidae 1|Plateumaris consimilis|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Plateumaris affinis|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Plateumaris rustica|9
02-01|Schenking H. Bosz.; Chrysomelidae 1|Orsodacne cerasi|3
02-01|Schenking H. Bosz.; Chrysomelidae 1|Zeugophora scutellaris|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Zeugophora subspinosa|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Zeugophora flavicollis|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lema erichsoni|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lema cyanella|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lema lichinis|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lema melanopus|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lema dufschmidi|2
02-01|Schenking H. Bosz.; Chrysomelidae 1|Crioceris 12-punctata|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Crioceris 14-punctata|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Crioceris macilenta|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Crioceris asparagi|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Crioceris paracenthesis|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lilioceris lilii|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lilioceris merdigera|4
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lilioceris tibialis|2
02-01|Schenking H. Bosz.; Chrysomelidae 1|Labiostomis dicipiens|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Labidostomis mesopotamica|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Labidostomis lucida|7
02-01|Schenking H. Bosz.; Chrysomelidae 1|Labidostomis longimana|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Labidostomis cyanicornis|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Labidostomis taxicornis|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Labidostomis lusitanica|2
02-01|Schenking H. Bosz.; Chrysomelidae 1|Macrolenes dentipes|18
02-01|Schenking H. Bosz.; Chrysomelidae 1|Tituboea biguttata|1
02-01|Schenking H. Bosz.; Chrysomelidae 1|Tituboea macropus|10
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lachnea italica|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lachnea pubescens|8
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lachnea tristigma|7
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lachnea vicina|2
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lachnea orientalis|4
02-01|Schenking H. Bosz.; Chrysomelidae 1|Lachnea sexpunctata|5
03-01|Schenking H. Bosz.; Tenebrionidae 5|Bolitophagus reticulatus|14
03-01|Schenking H. Bosz.; Tenebrionidae 5|Diaperis boleti|12
03-01|Schenking H. Bosz.; Tenebrionidae 5|Scaphidema metallicus|4
03-01|Schenking H. Bosz.; Tenebrionidae 5|Crypticus quisquilius|2
03-01|Schenking H. Bosz.; Tenebrionidae 5|Eledona agaricola|2
03-01|Schenking H. Bosz.; Tenebrionidae 5|Hupophleus unicolor|7
03-01|Schenking H. Bosz.; Tenebrionidae 5|Hupophleus bicolor|1
03-01|Schenking H. Bosz.; Tenebrionidae 5|Hupophleus fraxini|1
03-01|Schenking H. Bosz.; Tenebrionidae 5|Palorus ratzeburgi|2
03-01|Schenking H. Bosz.; Tenebrionidae 5|Tribolium madens|1
